month,trust,region,total_attendances,type1_attendances,total_over_4hrs,type1_over_4hrs,breaches_4_to_12hr,breaches_12hr_plus
2025-10,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,19238,16671,6423,6315,1187,562
2025-10,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NHS ENGLAND MIDLANDS,20969,12851,5627,5414,73,22
2025-10,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,19291,14481,6026,6026,1171,434
2025-10,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,29485,19491,9259,9255,935,1234
2025-10,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NHS ENGLAND MIDLANDS,26041,23885,9729,9536,1182,844
2025-10,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,12229,9431,3789,3720,718,700
2025-10,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NHS ENGLAND MIDLANDS,24951,15284,8547,8226,852,1384
2025-10,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,NHS ENGLAND SOUTH WEST,16598,8855,5323,5258,647,528
2025-10,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,31335,27873,10998,10753,850,961
2025-10,WALSALL HEALTHCARE NHS TRUST,NHS ENGLAND MIDLANDS,14391,9963,3701,3596,945,279
2025-10,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10302,7210,3855,3769,579,988
2025-10,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND EAST OF ENGLAND,15921,8532,2814,2749,779,22
2025-10,WEST SUFFOLK NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,8674,7944,2673,2673,511,406
2025-10,WHITSTABLE MEDICAL PRACTICE,NHS ENGLAND SOUTH EAST,4944,0,0,0,0,0
2025-10,WHITTINGTON HEALTH NHS TRUST,NHS ENGLAND LONDON,9130,9130,2753,2753,248,296
2025-10,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,4249,0,382,0,0,0
2025-10,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,11129,8314,4788,4670,646,822
2025-10,WOKING WALK IN CENTRE,NHS ENGLAND SOUTH EAST,2622,0,64,0,0,0
2025-10,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,19746,14072,7423,7317,935,1326
2025-10,WORKINGTON HEALTH LIMITED,NHS ENGLAND NORTH EAST AND YORKSHIRE,436,0,0,0,0,0
2025-10,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NHS ENGLAND NORTH WEST,13054,8009,3585,3531,647,434
2025-10,WYE VALLEY NHS TRUST,NHS ENGLAND MIDLANDS,7408,6138,2478,2478,417,272
2025-10,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,19632,11343,6145,5778,945,628
2025-11,AIREDALE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,6320,6085,2480,2480,499,223
2025-11,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,6725,6725,1081,1081,0,0
2025-11,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,10363,7533,3480,3455,521,325
2025-11,ASHFORD WALK-IN-CENTRE,NHS ENGLAND SOUTH EAST,2312,0,63,0,0,0
2025-11,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),NHS ENGLAND MIDLANDS,3460,0,0,0,0,0
2025-11,BADGER LTD,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-11,BARKING HOSPITAL UTC,NHS ENGLAND LONDON,2802,0,14,0,0,0
2025-11,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NHS ENGLAND LONDON,30166,13220,8846,7908,583,829
2025-11,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9445,9445,2600,2600,490,4
2025-11,BARTS HEALTH NHS TRUST,NHS ENGLAND LONDON,45268,26111,14009,11748,906,1000
2025-11,BECKENHAM BEACON UCC,NHS ENGLAND LONDON,3433,0,4,0,0,0
2025-11,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,25980,17038,6555,6555,80,13
2025-11,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1168,0,5,0,0,0
2025-11,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,5568,5568,1464,1464,23,0
2025-11,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,18934,8917,4465,4390,574,404
2025-11,BOLTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,12556,8768,4903,4635,467,395
2025-11,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,14258,9942,2582,2582,659,70
2025-11,BRANSHOLME HEALTH CENTRE,NHS ENGLAND NORTH EAST AND YORKSHIRE,3748,0,461,0,0,0
2025-11,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,2910,0,120,0,0,0
2025-11,BRIDLINGTON HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,1320,0,57,0,0,0
2025-11,BRIGHTON STATION HEALTH CENTRE,NHS ENGLAND SOUTH EAST,1946,0,0,0,0,0
2025-11,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,13902,9743,4387,4327,235,268
2025-11,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16724,16724,3083,3083,1074,20
2025-11,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,16062,11116,4606,4544,546,491
2025-11,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,11752,0,125,0,0,0
2025-11,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,26861,20633,5853,5718,729,59
2025-11,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,12259,6370,3570,3404,686,325
2025-11,CHIPPENHAM COMMUNITY HOSPITAL,NHS ENGLAND SOUTH WEST,1505,0,10,0,0,0
2025-11,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0
2025-11,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,8043,5805,3181,2829,418,613
2025-11,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17039,13118,5639,5639,1980,46
2025-11,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-11,CROYDON HEALTH SERVICES NHS TRUST,NHS ENGLAND LONDON,18743,13347,4730,4730,218,713
2025-11,DARTFORD AND GRAVESHAM NHS TRUST,NHS ENGLAND SOUTH EAST,15546,11842,3081,3069,689,249
2025-11,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,6956,0,404,0,0,0
2025-11,DHU HEALTH CARE C.I.C,NHS ENGLAND MIDLANDS,2137,0,2,0,0,0
2025-11,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17649,13650,5160,5155,1179,197
2025-11,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,4321,4321,1540,1540,169,61
2025-11,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0
2025-11,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,NHS ENGLAND EAST OF ENGLAND,17566,9292,4578,4538,474,185
2025-11,EAST CHESHIRE NHS TRUST,NHS ENGLAND NORTH WEST,4516,4516,2301,2301,172,549
2025-11,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,25696,13224,5864,5570,496,1105
2025-11,EAST LANCASHIRE HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,24886,14006,5347,4649,292,1284
2025-11,EAST RIDING COMMUNITY HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,2511,0,83,0,0,0
2025-11,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,24233,10929,6467,5054,770,461
2025-11,EAST SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,11334,8986,4198,4166,278,101
2025-11,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND LONDON,13536,11357,3819,3613,952,712
2025-11,ERDINGTON GP HEALTH & WELLBEING WIC,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-11,FAVERSHAM MEDICAL PRACTICE MIU,NHS ENGLAND SOUTH EAST,2962,0,0,0,0,0
2025-11,FIRST COMMUNITY HEALTH AND CARE CIC,NHS ENGLAND SOUTH EAST,2144,0,8,0,0,0
2025-11,FRIMLEY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,34954,22861,9804,9459,1216,427
2025-11,GATESHEAD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,10446,6112,2338,2313,577,6
2025-11,GEORGE ELIOT HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,8849,7200,1864,1863,329,417
2025-11,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,7517,0,129,0,0,0
2025-11,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,13199,13199,4804,4804,430,389
2025-11,GOOLE & DISTRICT HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,1567,0,41,0,0,0
2025-11,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,11653,6143,3365,2947,668,326
2025-11,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NHS ENGLAND LONDON,17527,10659,3488,3310,141,76
2025-11,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,2719,0,33,0,0,0
2025-11,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,14206,10970,4846,4721,77,6
2025-11,HAROLD WOOD POLYCLINIC UTC,NHS ENGLAND LONDON,2904,0,23,0,0,0
2025-11,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,6724,5283,1894,1894,145,4
2025-11,HASTINGS GP LED HEALTH CENTRE,NHS ENGLAND SOUTH EAST,993,0,0,0,0,0
2025-11,HERNE BAY HEALTH CARE LTD,NHS ENGLAND SOUTH EAST,2536,0,0,0,0,0
2025-11,HERTFORDSHIRE COMMUNITY NHS TRUST,NHS ENGLAND EAST OF ENGLAND,1062,0,25,0,0,0
2025-11,HERTS URGENT CARE (ASCOTS LANE),NHS ENGLAND EAST OF ENGLAND,1934,0,61,0,0,0
2025-11,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND LONDON,11300,11300,1890,1890,189,25
2025-11,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,14654,9961,6274,5722,936,534
2025-11,HUMBER TEACHING NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,966,0,0,0,0,0
2025-11,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,22647,12110,5184,4743,579,0
2025-11,ISLE OF WIGHT NHS TRUST,NHS ENGLAND SOUTH EAST,6011,4230,1597,1539,231,151
2025-11,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,8156,6933,2144,2144,425,342
2025-11,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,6044,0,27,0,0,0
2025-11,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,18871,10226,3723,3683,535,553
2025-11,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,24906,16021,7711,6752,1426,811
2025-11,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,NHS ENGLAND LONDON,15389,7192,4546,4095,340,362
2025-11,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,15668,12364,4763,4551,960,471
2025-11,LATHAM HOUSE MEDICAL PRACTICE,NHS ENGLAND MIDLANDS,299,0,0,0,0,0
2025-11,LEEDS TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,30979,18631,8139,7498,1271,707
2025-11,LEWISHAM AND GREENWICH NHS TRUST,NHS ENGLAND LONDON,32832,16440,7867,7469,1025,506
2025-11,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,NHS ENGLAND MIDLANDS,7788,0,128,0,0,0
2025-11,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-11,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,26419,16331,8379,7870,860,1040
2025-11,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,1482,0,286,0,0,0
2025-11,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,NHS ENGLAND MIDLANDS,219,0,0,0,0,0
2025-11,LOCAL CARE DIRECT,NHS ENGLAND NORTH EAST AND YORKSHIRE,2555,0,9,0,0,0
2025-11,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,29679,13768,7807,6911,754,667
2025-11,LOUGHBOROUGH URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,5474,0,74,0,0,0
2025-11,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NHS ENGLAND SOUTH EAST,20085,18346,3970,3915,988,247
2025-11,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,40910,27251,11197,10687,3326,101
2025-11,MARKET HARBOROUGH,NHS ENGLAND MIDLANDS,107,0,0,0,0,0
2025-11,MARKET HARBOROUGH MED.CTR,NHS ENGLAND MIDLANDS,311,0,0,0,0,0
2025-11,MEDWAY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,15423,9523,4244,3391,379,591
2025-11,MELTON MOWBRAY,NHS ENGLAND MIDLANDS,62,0,0,0,0,0
2025-11,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,24889,17705,7066,6946,520,471
2025-11,MERSEY CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,14116,0,574,0,0,0
2025-11,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,35440,27777,10852,10517,2305,869
2025-11,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10310,7319,3761,3761,476,569
2025-11,MID YORKSHIRE TEACHING NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,23192,16746,6816,6446,2112,332
2025-11,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,13700,8182,3772,3670,859,0
2025-11,MIRIAM MINOR EMERGENCY,NHS ENGLAND NORTH WEST,1650,0,0,0,0,0
2025-11,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,5563,0,94,0,0,0
2025-11,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,19687,12411,3847,3845,696,236
2025-11,NORTH BRISTOL NHS TRUST,NHS ENGLAND SOUTH WEST,9172,9172,3075,3075,554,366
2025-11,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,10539,8819,4620,4564,753,432
2025-11,NORTH EAST LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,1466,0,46,0,0,0
2025-11,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16532,5042,2972,2935,264,29
2025-11,NORTH WEST ANGLIA NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,19458,14820,5930,5796,487,862
2025-11,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,13297,10425,4154,4000,467,669
2025-11,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,36217,26810,11466,11165,1290,1068
2025-11,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16813,9695,5576,5501,698,857
2025-11,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,23123,10619,2577,2577,20,0
2025-11,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,23938,13016,8633,7451,157,495
2025-11,OADBY,NHS ENGLAND MIDLANDS,550,0,3,0,0,0
2025-11,OAKHAM,NHS ENGLAND MIDLANDS,302,0,0,0,0,0
2025-11,OKEHAMPTON MEDICAL CENTRE,NHS ENGLAND SOUTH WEST,82,0,0,0,0,0
2025-11,OXFORD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,3576,0,110,0,0,0
2025-11,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,17702,12395,4202,4092,436,1
2025-11,PAULTON MEMORIAL HOSPITAL,NHS ENGLAND SOUTH WEST,992,0,2,0,0,0
2025-11,PHL LYMINGTON UTC,NHS ENGLAND SOUTH EAST,2802,0,13,0,0,0
2025-11,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,NHS ENGLAND SOUTH EAST,15174,11135,4318,4299,678,1284
2025-11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,NHS ENGLAND SOUTH EAST,5388,0,125,0,0,0
2025-11,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,NHS ENGLAND SOUTH EAST,4955,0,370,0,0,0
2025-11,PUTNOE WALK IN CENTRE,NHS ENGLAND EAST OF ENGLAND,3023,0,0,0,0,0
2025-11,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1200,0,12,0,0,0
2025-11,ROSSENDALE MIU & OOH,NHS ENGLAND NORTH WEST,889,0,0,0,0,0
2025-11,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,16243,11173,3521,3497,494,7
2025-11,ROYAL CORNWALL HOSPITALS NHS TRUST,NHS ENGLAND SOUTH WEST,16740,6339,3269,2792,399,599
2025-11,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,16538,12523,5376,5374,875,207
2025-11,ROYAL FREE LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,43383,27198,10075,9231,945,2065
2025-11,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NHS ENGLAND LONDON,0,0,0,0,0,0
2025-11,ROYAL SURREY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,8572,6753,2110,2110,374,20
2025-11,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,8866,8866,3750,3750,887,155
2025-11,SALISBURY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,6654,4555,1638,1638,379,54
2025-11,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,21707,11914,6076,5652,695,386
2025-11,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,5719,4998,691,686,24,0
2025-11,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17167,8870,4902,4425,983,9
2025-11,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,16317,10617,5307,4758,814,484
2025-11,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,NHS ENGLAND MIDLANDS,2838,0,15,0,0,0
2025-11,SIRONA CARE & HEALTH,NHS ENGLAND SOUTH WEST,7581,0,160,0,0,0
2025-11,SKELMERSDALE WALK IN CENTRE,NHS ENGLAND NORTH WEST,1681,0,5,0,0,0
2025-11,SLEAFORD MEDICAL GROUP,NHS ENGLAND MIDLANDS,591,0,0,0,0,0
2025-11,SOMERSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,20632,11913,6197,5991,364,87
2025-11,SOUTH BIRMINGHAM GP WALK IN CENTRE,NHS ENGLAND MIDLANDS,4290,0,0,0,0,0
2025-11,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16538,7413,4122,3761,372,24
2025-11,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,18609,11736,5975,5715,919,2
2025-11,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,8899,8530,2261,2261,375,64
2025-11,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,0,0,0,0
2025-11,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,1883,0,17,0,0,0
2025-11,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,12770,8963,2558,2493,395,625
2025-11,STOCKPORT NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9198,8127,3244,3187,644,445
2025-11,SUMMERFIELD URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,2981,0,0,0,0,0
2025-11,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,10560,10560,4468,4468,528,702
2025-11,SUSSEX COMMUNITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,10995,0,168,0,0,0
2025-11,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,11578,8397,4266,4053,429,655
2025-11,TETBURY HOSPITAL TRUST LTD,NHS ENGLAND SOUTH WEST,503,0,0,0,0,0
2025-11,THE CHRISTIE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-11,THE DUDLEY GROUP NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,14408,9954,3646,3561,2664,155
2025-11,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,11786,5129,2473,2459,625,37
2025-11,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,21659,13567,5627,5561,586,48
2025-11,THE PINN UNREGISTERED WIC,NHS ENGLAND LONDON,918,0,0,0,0,0
2025-11,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NHS ENGLAND EAST OF ENGLAND,10373,7743,2165,2165,429,314
2025-11,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NHS ENGLAND EAST OF ENGLAND,7667,6395,2681,2681,558,229
2025-11,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-11,THE ROTHERHAM NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9394,9394,2778,2778,408,0
2025-11,THE ROYAL WOLVERHAMPTON NHS TRUST,NHS ENGLAND MIDLANDS,20296,11537,4618,4325,759,620
2025-11,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,13361,10683,6206,5826,385,1454
2025-11,THE WALTON CENTRE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-11,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,9520,6663,3053,3039,155,42
2025-11,TROWBRIDGE MINOR INJURIES UNIT,NHS ENGLAND SOUTH WEST,990,0,1,0,0,0
2025-11,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,20565,16510,6729,6433,895,932
2025-11,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,13781,13781,4221,4221,504,292
2025-11,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,13563,12376,5007,4907,548,12
2025-11,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,39127,35573,14461,14391,2895,1702
2025-11,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,18932,16630,6349,6196,1188,243
2025-11,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NHS ENGLAND MIDLANDS,21188,12703,5847,5588,48,17
2025-11,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,19243,14479,6290,6290,1066,324
2025-11,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,30742,21369,9589,9586,943,1160
2025-11,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NHS ENGLAND MIDLANDS,24848,22973,9472,9337,1283,716
2025-11,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,11620,9070,3991,3894,693,551
2025-11,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NHS ENGLAND MIDLANDS,23806,14698,8224,8019,1073,1093
