month,trust,region,total_attendances,type1_attendances,total_over_4hrs,type1_over_4hrs,breaches_4_to_12hr,breaches_12hr_plus
2025-09,THE WALTON CENTRE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-09,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,9970,6648,3163,3160,255,78
2025-09,TROWBRIDGE MINOR INJURIES UNIT,NHS ENGLAND SOUTH WEST,936,0,7,0,0,0
2025-09,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,20466,16570,7154,6887,985,946
2025-09,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,13081,13081,4117,4117,444,194
2025-09,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,12973,11703,4203,4114,442,13
2025-09,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,38617,34990,13754,13697,2739,1692
2025-09,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,17943,15522,5430,5293,1027,213
2025-09,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NHS ENGLAND MIDLANDS,19760,12527,5201,5074,57,14
2025-09,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,18840,13867,5538,5538,936,169
2025-09,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,27367,18343,8755,8755,918,557
2025-09,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NHS ENGLAND MIDLANDS,24129,21979,9124,8933,1336,619
2025-09,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,11767,9043,3542,3480,631,591
2025-09,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NHS ENGLAND MIDLANDS,23379,14776,7615,7469,1062,1003
2025-09,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,NHS ENGLAND SOUTH WEST,15857,8381,5021,4936,538,667
2025-09,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,29780,26515,10908,10655,754,589
2025-09,URGENT CARE CENTRE (QMS),NHS ENGLAND LONDON,7801,0,123,0,0,0
2025-09,WALSALL HEALTHCARE NHS TRUST,NHS ENGLAND MIDLANDS,13513,9406,3404,3357,1030,198
2025-09,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9769,6814,3474,3428,534,891
2025-09,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND EAST OF ENGLAND,15649,7950,2531,2427,627,26
2025-09,WEST SUFFOLK NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,8617,7969,2637,2637,534,373
2025-09,WHITSTABLE MEDICAL PRACTICE,NHS ENGLAND SOUTH EAST,4919,0,0,0,0,0
2025-09,WHITTINGTON HEALTH NHS TRUST,NHS ENGLAND LONDON,8812,8812,2582,2582,261,261
2025-09,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,4025,0,218,0,0,0
2025-09,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10832,8030,4695,4600,563,696
2025-09,WOKING WALK IN CENTRE,NHS ENGLAND SOUTH EAST,2621,0,70,0,0,0
2025-09,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,19718,13774,7289,7203,1068,1160
2025-09,WORKINGTON HEALTH LIMITED,NHS ENGLAND NORTH EAST AND YORKSHIRE,392,0,0,0,0,0
2025-09,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NHS ENGLAND NORTH WEST,12330,7389,3128,3087,640,439
2025-09,WYE VALLEY NHS TRUST,NHS ENGLAND MIDLANDS,7257,5972,2510,2510,443,274
2025-09,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,19051,10917,6155,5694,800,535
2025-10,AIREDALE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,6560,6305,2412,2412,517,139
2025-10,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,6441,6441,841,841,0,0
2025-10,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,10381,7513,3801,3785,596,361
2025-10,ASHFORD WALK-IN-CENTRE,NHS ENGLAND SOUTH EAST,2427,0,28,0,0,0
2025-10,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),NHS ENGLAND MIDLANDS,3565,0,0,0,0,0
2025-10,BADGER LTD,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-10,BARKING HOSPITAL UTC,NHS ENGLAND LONDON,2914,0,9,0,0,0
2025-10,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NHS ENGLAND LONDON,31072,14159,6900,6429,690,949
2025-10,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9681,9681,3103,3103,422,0
2025-10,BARTS HEALTH NHS TRUST,NHS ENGLAND LONDON,46336,26298,13902,11870,1062,1241
2025-10,BECKENHAM BEACON UCC,NHS ENGLAND LONDON,3456,0,11,0,0,0
2025-10,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,26212,17663,7164,7164,82,40
2025-10,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1447,0,12,0,0,0
2025-10,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,5419,5419,1065,1065,10,2
2025-10,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,19747,9263,4633,4480,524,544
2025-10,BOLTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,12735,8841,4826,4490,579,288
2025-10,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,13743,9468,2265,2265,593,113
2025-10,BRANSHOLME HEALTH CENTRE,NHS ENGLAND NORTH EAST AND YORKSHIRE,3696,0,373,0,0,0
2025-10,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,2951,0,51,0,0,0
2025-10,BRIDLINGTON HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,1455,0,33,0,0,0
2025-10,BRIGHTON STATION HEALTH CENTRE,NHS ENGLAND SOUTH EAST,2161,0,0,0,0,0
2025-10,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,14267,9939,3789,3693,190,336
2025-10,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16644,16644,2858,2858,975,7
2025-10,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,16643,11309,4709,4661,546,568
2025-10,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,12138,0,133,0,0,0
2025-10,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,26850,20266,6076,5947,1040,45
2025-10,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,10776,5372,3152,2895,963,276
2025-10,CHIPPENHAM COMMUNITY HOSPITAL,NHS ENGLAND SOUTH WEST,1645,0,12,0,0,0
2025-10,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0
2025-10,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,8054,5823,2849,2669,565,530
2025-10,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17496,13410,5620,5620,2278,19
2025-10,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-10,CROYDON HEALTH SERVICES NHS TRUST,NHS ENGLAND LONDON,18896,13542,4873,4873,292,751
2025-10,DARTFORD AND GRAVESHAM NHS TRUST,NHS ENGLAND SOUTH EAST,15675,11792,3075,3066,713,112
2025-10,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,7561,0,288,0,0,0
2025-10,DHU HEALTH CARE C.I.C,NHS ENGLAND MIDLANDS,1869,0,2,0,0,0
2025-10,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,18147,14193,5557,5556,1283,142
2025-10,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,4757,4757,1564,1564,192,80
2025-10,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0
2025-10,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,NHS ENGLAND EAST OF ENGLAND,17697,9294,4601,4574,545,172
2025-10,EAST CHESHIRE NHS TRUST,NHS ENGLAND NORTH WEST,4646,4646,2459,2459,298,256
2025-10,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,26188,13171,6729,6372,406,1238
2025-10,EAST LANCASHIRE HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,25981,14603,5610,4992,271,1380
2025-10,EAST RIDING COMMUNITY HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,2680,0,75,0,0,0
2025-10,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,24855,11567,7423,6210,819,556
2025-10,EAST SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,11678,9250,3816,3788,275,117
2025-10,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND LONDON,13459,11208,3562,3363,908,890
2025-10,ERDINGTON GP HEALTH & WELLBEING WIC,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-10,FAVERSHAM MEDICAL PRACTICE MIU,NHS ENGLAND SOUTH EAST,2943,0,0,0,0,0
2025-10,FIRST COMMUNITY HEALTH AND CARE CIC,NHS ENGLAND SOUTH EAST,2218,0,8,0,0,0
2025-10,FRIMLEY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,37369,23647,9883,9661,1387,492
2025-10,GATESHEAD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,10191,5933,2679,2653,886,21
2025-10,GEORGE ELIOT HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,8994,7354,1923,1918,254,560
2025-10,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,8164,0,113,0,0,0
2025-10,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,13881,13881,5212,5212,451,348
2025-10,GOOLE & DISTRICT HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,1707,0,7,0,0,0
2025-10,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,12096,6185,3638,3152,702,326
2025-10,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NHS ENGLAND LONDON,17514,10559,3972,3780,129,94
2025-10,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,2826,0,27,0,0,0
2025-10,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,14859,11240,5307,5158,192,29
2025-10,HAROLD WOOD POLYCLINIC UTC,NHS ENGLAND LONDON,2792,0,6,0,0,0
2025-10,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,6384,5321,1653,1651,135,6
2025-10,HASTINGS GP LED HEALTH CENTRE,NHS ENGLAND SOUTH EAST,1012,0,0,0,0,0
2025-10,HERNE BAY HEALTH CARE LTD,NHS ENGLAND SOUTH EAST,2567,0,0,0,0,0
2025-10,HERTFORDSHIRE COMMUNITY NHS TRUST,NHS ENGLAND EAST OF ENGLAND,1205,0,63,0,0,0
2025-10,HERTS URGENT CARE (ASCOTS LANE),NHS ENGLAND EAST OF ENGLAND,2189,0,100,0,0,0
2025-10,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND LONDON,11547,11547,2351,2351,269,20
2025-10,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,14317,9956,6322,5884,991,670
2025-10,HUMBER TEACHING NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,1118,0,3,0,0,0
2025-10,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,24163,12719,5939,5375,575,0
2025-10,ISLE OF WIGHT NHS TRUST,NHS ENGLAND SOUTH EAST,6257,4287,1753,1661,256,164
2025-10,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,8715,7429,2542,2542,519,363
2025-10,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,6140,0,13,0,0,0
2025-10,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,18656,10327,4008,3898,559,695
2025-10,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,24965,16287,7292,6934,1512,593
2025-10,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,NHS ENGLAND LONDON,15595,7042,4232,3867,218,579
2025-10,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,16311,12893,4770,4637,1023,463
2025-10,LATHAM HOUSE MEDICAL PRACTICE,NHS ENGLAND MIDLANDS,362,0,0,0,0,0
2025-10,LEEDS TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,31574,18939,7982,7529,1447,714
2025-10,LEWISHAM AND GREENWICH NHS TRUST,NHS ENGLAND LONDON,32807,16150,8040,7660,1253,652
2025-10,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,NHS ENGLAND MIDLANDS,8124,0,121,0,0,0
2025-10,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-10,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,27558,17001,9383,8937,1439,962
2025-10,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,1601,0,267,0,0,0
2025-10,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,NHS ENGLAND MIDLANDS,329,0,3,0,0,0
2025-10,LOCAL CARE DIRECT,NHS ENGLAND NORTH EAST AND YORKSHIRE,2371,0,9,0,0,0
2025-10,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,30537,14426,8380,7089,677,446
2025-10,LOUGHBOROUGH URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-10,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NHS ENGLAND SOUTH EAST,22718,20896,4663,4634,1046,317
2025-10,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,42050,27673,11839,11350,3619,85
2025-10,MARKET HARBOROUGH,NHS ENGLAND MIDLANDS,89,0,0,0,0,0
2025-10,MARKET HARBOROUGH MED.CTR,NHS ENGLAND MIDLANDS,412,0,0,0,0,0
2025-10,MEDWAY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,16113,10088,4373,3467,367,728
2025-10,MELTON MOWBRAY,NHS ENGLAND MIDLANDS,54,0,0,0,0,0
2025-10,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,26014,18638,7072,7006,515,508
2025-10,MERSEY CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,14676,0,489,0,0,0
2025-10,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,35360,27691,9316,9186,2393,610
2025-10,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10268,7318,4052,4048,471,510
2025-10,MID YORKSHIRE TEACHING NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,24279,17426,6992,6729,2098,125
2025-10,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,13650,8428,3497,3454,706,0
2025-10,MIRIAM MINOR EMERGENCY,NHS ENGLAND NORTH WEST,1766,0,0,0,0,0
2025-10,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,6051,0,196,0,0,0
2025-10,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,20612,12942,4126,4125,741,215
2025-10,NORTH BRISTOL NHS TRUST,NHS ENGLAND SOUTH WEST,9818,9818,3786,3786,631,401
2025-10,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,10892,8931,4171,4126,610,318
2025-10,NORTH EAST LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,1899,0,36,0,0,0
2025-10,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16208,4983,2917,2889,286,47
2025-10,NORTH WEST ANGLIA NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,20324,15528,5979,5883,560,945
2025-10,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,13526,10636,4697,4524,571,764
2025-10,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,36996,27521,11334,11063,1130,1237
2025-10,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17014,9779,5213,5154,785,738
2025-10,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,24222,11014,2985,2985,49,0
2025-10,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,25102,12936,9746,7207,195,859
2025-10,OADBY,NHS ENGLAND MIDLANDS,534,0,0,0,0,0
2025-10,OAKHAM,NHS ENGLAND MIDLANDS,53,0,0,0,0,0
2025-10,OKEHAMPTON MEDICAL CENTRE,NHS ENGLAND SOUTH WEST,88,0,0,0,0,0
2025-10,OXFORD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,4218,0,235,0,0,0
2025-10,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,18070,12950,3918,3808,450,0
2025-10,PAULTON MEMORIAL HOSPITAL,NHS ENGLAND SOUTH WEST,1130,0,5,0,0,0
2025-10,PHL LYMINGTON UTC,NHS ENGLAND SOUTH EAST,2858,0,12,0,0,0
2025-10,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,NHS ENGLAND SOUTH EAST,15340,11157,4493,4450,784,1232
2025-10,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,NHS ENGLAND SOUTH EAST,5502,0,113,0,0,0
2025-10,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,NHS ENGLAND SOUTH EAST,5220,0,514,0,0,0
2025-10,PUTNOE WALK IN CENTRE,NHS ENGLAND EAST OF ENGLAND,2619,0,0,0,0,0
2025-10,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1395,0,19,0,0,0
2025-10,ROSSENDALE MIU & OOH,NHS ENGLAND NORTH WEST,1009,0,0,0,0,0
2025-10,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,17112,11773,4220,4120,691,13
2025-10,ROYAL CORNWALL HOSPITALS NHS TRUST,NHS ENGLAND SOUTH WEST,18281,6727,3613,3087,431,626
2025-10,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,17538,13317,5810,5806,946,207
2025-10,ROYAL FREE LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,43876,27391,9843,9137,899,2109
2025-10,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NHS ENGLAND LONDON,0,0,0,0,0,0
2025-10,ROYAL SURREY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,8855,6976,2548,2548,508,12
2025-10,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,9562,9562,4229,4229,982,112
2025-10,SALISBURY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,6613,4719,2093,2093,464,80
2025-10,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,22140,11927,5814,5468,768,380
2025-10,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,5260,4674,356,356,8,0
2025-10,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,18054,8972,5169,4759,1193,13
2025-10,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,16887,11208,5514,5069,917,606
2025-10,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,NHS ENGLAND MIDLANDS,3152,0,24,0,0,0
2025-10,SIRONA CARE & HEALTH,NHS ENGLAND SOUTH WEST,8430,0,328,0,0,0
2025-10,SKELMERSDALE WALK IN CENTRE,NHS ENGLAND NORTH WEST,1718,0,24,0,0,0
2025-10,SLEAFORD MEDICAL GROUP,NHS ENGLAND MIDLANDS,501,0,0,0,0,0
2025-10,SOMERSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,21216,12856,6163,6024,610,207
2025-10,SOUTH BIRMINGHAM GP WALK IN CENTRE,NHS ENGLAND MIDLANDS,6420,0,0,0,0,0
2025-10,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16728,7664,4245,3933,400,24
2025-10,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,18751,11600,5755,5505,865,2
2025-10,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,9356,8934,2584,2584,639,53
2025-10,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,0,0,0,0
2025-10,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,1898,0,42,0,0,0
2025-10,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,12836,8936,2739,2633,408,651
2025-10,STOCKPORT NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9458,8296,3587,3528,802,447
2025-10,SUMMERFIELD URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,3324,0,0,0,0,0
2025-10,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,10542,10542,4261,4261,587,757
2025-10,SUSSEX COMMUNITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,11779,0,173,0,0,0
2025-10,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,11523,8957,4689,4543,502,590
2025-10,TETBURY HOSPITAL TRUST LTD,NHS ENGLAND SOUTH WEST,609,0,0,0,0,0
2025-10,THE CHRISTIE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-10,THE DUDLEY GROUP NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,14503,10233,3290,3203,2600,141
2025-10,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,12190,5359,2829,2771,516,42
2025-10,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,22320,13761,5452,5390,595,42
2025-10,THE PINN UNREGISTERED WIC,NHS ENGLAND LONDON,1094,0,0,0,0,0
2025-10,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NHS ENGLAND EAST OF ENGLAND,10555,8233,2351,2351,549,240
2025-10,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NHS ENGLAND EAST OF ENGLAND,7806,6549,2593,2593,309,148
2025-10,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-10,THE ROTHERHAM NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9550,9550,3062,3062,602,2
2025-10,THE ROYAL WOLVERHAMPTON NHS TRUST,NHS ENGLAND MIDLANDS,20192,11729,4971,4517,794,581
2025-10,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,13619,10982,6233,5893,429,1618
2025-10,THE WALTON CENTRE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-10,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,10157,6886,3244,3222,185,35
2025-10,TROWBRIDGE MINOR INJURIES UNIT,NHS ENGLAND SOUTH WEST,889,0,1,0,0,0
2025-10,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,21535,17436,7346,6972,965,1196
2025-10,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,14180,14180,3951,3951,449,219
2025-10,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,13651,12327,5678,5600,583,13
2025-10,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,40199,36434,14384,14338,2442,2030
