day_type,hour_of_day,station,departures,arrivals,net_flow
Weekend,1,"Endsleigh Gardens, Euston",23,7,-16
Weekend,1,"Erin Close, Walham Green",14,6,-8
Weekend,1,"Ethelburga Estate, Battersea Park",1,7,6
Weekend,1,"Euston Road, Euston",9,6,-3
Weekend,1,"Euston Square Gardens, Euston",13,5,-8
Weekend,1,"Everington Street, Fulham",0,10,10
Weekend,1,"Eversholt Street , Camden Town",8,9,1
Weekend,1,"Evesham Street, Avondale",0,3,3
Weekend,1,"Exhibition Road Museums 1, South Kensington",1,0,-1
Weekend,1,"Exhibition Road Museums 2, South Kensington",1,1,0
Weekend,1,"Exhibition Road, Knightsbridge",3,7,4
Weekend,1,"Falcon Road, Clapham Junction",3,2,-1
Weekend,1,"Falkirk Street, Hoxton",2,2,0
Weekend,1,"Fanshaw Street, Hoxton",6,7,1
Weekend,1,"Farm Street, Mayfair",1,2,1
Weekend,1,"Farringdon Lane, Clerkenwell",1,0,-1
Weekend,1,"Farringdon Street, Holborn",2,2,0
Weekend,1,"Fashion Street, Whitechapel",3,5,2
Weekend,1,"Fawcett Close, Battersea",2,1,-1
Weekend,1,"Felsham Road, Putney",4,6,2
Weekend,1,"Ferndale Road, Brixton",6,7,1
Weekend,1,"Finlay Street, Fulham",3,7,4
Weekend,1,"Finnis Street, Bethnal Green",2,2,0
Weekend,1,"Finsbury Circus, Liverpool Street",1,1,0
Weekend,1,"Finsbury Leisure Centre, St. Luke's",1,12,11
Weekend,1,"Finsbury Library , Finsbury",4,4,0
Weekend,1,"Finsbury Square , Moorgate",6,3,-3
Weekend,1,"Fire Brigade Pier, Vauxhall",6,4,-2
Weekend,1,"Fisherman's Walk West, Canary Wharf",16,2,-14
Weekend,1,"Flamborough Street, Limehouse",6,16,10
Weekend,1,"Flood Street, Chelsea",12,3,-9
Weekend,1,"Foley Street, Fitzrovia",8,7,-1
Weekend,1,"Ford Road, Old Ford",2,10,8
Weekend,1,"Fore Street Avenue, Guildhall",1,0,-1
Weekend,1,"Fore Street, Guildhall",0,2,2
Weekend,1,"Fournier Street, Whitechapel",4,1,-3
Weekend,1,"Frampton Street, Paddington",4,6,2
Weekend,1,"Freston Road, Avondale",0,1,1
Weekend,1,"Frith Street, Soho",37,5,-32
Weekend,1,"Fulham Broadway, Walham Green",12,2,-10
Weekend,1,"Fulham Park Road, Fulham",4,10,6
Weekend,1,"Furze Green, Bow",3,18,15
Weekend,1,"Garnet Street, Shadwell",1,16,15
Weekend,1,"Gas Holders, Battersea Park",1,9,8
Weekend,1,"Gascoyne Road, Victoria Park",11,7,-4
Weekend,1,"Gauden Road, Clapham",9,3,-6
Weekend,1,"Gaywood  Street, Elephant & Castle",4,11,7
Weekend,1,"George Place Mews, Marylebone",1,9,8
Weekend,1,"George Row, Bermondsey",4,8,4
Weekend,1,"George Street, Marylebone",0,1,1
Weekend,1,"Geraldine Street, Elephant & Castle",1,0,-1
Weekend,1,"Globe Town Market, Bethnal Green",4,15,11
Weekend,1,"Gloucester Avenue, Camden Town",1,5,4
Weekend,1,"Gloucester Road (Central), South Kensington",6,5,-1
Weekend,1,"Gloucester Road (North), Kensington",5,3,-2
Weekend,1,"Gloucester Road Station, South Kensington",10,9,-1
Weekend,1,"Gloucester Street, Pimlico",3,5,2
Weekend,1,"Gloucester Terrace, Bayswater",3,9,6
Weekend,1,"Godliman Street, St. Paul's",1,4,3
Weekend,1,"Golden Lane, Barbican",4,2,-2
Weekend,1,"Golden Square, Soho",8,6,-2
Weekend,1,"Goldsmith's Row, Haggerston",0,2,2
Weekend,1,"Good's Way, King's Cross",5,3,-2
Weekend,1,"Goswell Road (City Uni), Finsbury",7,7,0
Weekend,1,"Gower Place , Euston",2,2,0
Weekend,1,"Grafton Street, Mayfair",11,1,-10
Weekend,1,"Graham Street, Angel",1,5,4
Weekend,1,"Granby Street, Shoreditch",14,6,-8
Weekend,1,"Grant Road East, Clapham Junction",6,3,-3
Weekend,1,"Great Dover Street, The Borough",5,19,14
Weekend,1,"Great Percy Street, Clerkenwell",3,12,9
Weekend,1,"Great Russell Street, Bloomsbury",7,5,-2
Weekend,1,"Great Suffolk Street, The Borough",2,4,2
Weekend,1,"Great Titchfield Street, Fitzrovia",1,1,0
Weekend,1,"Great Tower Street, Monument",9,0,-9
Weekend,1,"Green Park Station, Mayfair",6,7,1
Weekend,1,"Green Street, Mayfair",3,5,2
Weekend,1,"Greenberry Street, St.John's Wood",1,3,2
Weekend,1,"Greenland Road, Camden Town",18,12,-6
Weekend,1,"Grenfell Road, Avondale",0,3,3
Weekend,1,"Greycoat Street , Westminster",1,0,-1
Weekend,1,"Greyhound Road, Hammersmith",2,10,8
Weekend,1,"Grosvenor Crescent, Belgravia",3,1,-2
Weekend,1,"Grosvenor Road, Pimlico",2,10,8
Weekend,1,"Grosvenor Square, Mayfair",1,0,-1
Weekend,1,"Grove End Road, St. John's Wood",2,5,3
Weekend,1,"Guildhouse Street, Victoria",0,9,9
Weekend,1,"Guilford Street , Bloomsbury",3,12,9
Weekend,1,"Gunmakers Lane, Old Ford",3,12,9
Weekend,1,"Gwendwr Road, West Kensington",0,10,10
Weekend,1,"Haggerston Road, Haggerston",45,16,-29
Weekend,1,"Halford Road, West Kensington",1,4,3
Weekend,1,"Hammersmith Road, Hammersmith",8,13,5
Weekend,1,"Hampstead Road, Euston",9,8,-1
Weekend,1,"Hampton Street, Walworth",5,7,2
Weekend,1,"Handyside Street, King's Cross",1,7,6
Weekend,1,"Hansard Mews, Holland Park",6,4,-2
Weekend,1,"Harcourt Terrace, West Brompton",6,8,2
Weekend,1,"Hardwick Street, Clerkenwell",2,9,7
Weekend,1,"Harford Street, Mile End",1,10,9
Weekend,1,"Harper Road, The Borough",3,7,4
Weekend,1,"Harriet Street, Knightsbridge",1,0,-1
Weekend,1,"Harrington Square 1, Camden Town",8,8,0
Weekend,1,"Harris Academy, Bermondsey",4,5,1
Weekend,1,"Harrowby Street, Marylebone",10,1,-9
Weekend,1,"Hartington Road, Stockwell",1,1,0
Weekend,1,"Hatton Garden, Holborn",6,3,-3
Weekend,1,"Hatton Wall, Holborn",8,7,-1
Weekend,1,"Hawley Crescent, Camden Town",1,2,1
Weekend,1,"Heath Road, Battersea",3,2,-1
